aux_scale_factor,e2e_latency,wsc_slack_ratio,temporal_rda_ratio,lateness_mode,filename,num_cores,file_suffix,confidence,ddl_percentile,rt_percentile
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,405,,99.9,0.0347045256979799,0.0144789774837499
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,405,,99.99,0.0347053867534229,0.0144789774837499
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,410,,90.0,0.0251476349179166,0.0141793564423125
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,410,,95.0,0.0304923687245833,0.0142539050993749
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,410,,99.0,0.0344109728904374,0.0142699127156874
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,410,,99.9,0.0344131450809362,0.0142766548280543
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,410,,99.99,0.0344132196619686,0.0142767422468054
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,415,,90.0,0.0249675770104166,0.0140121545232499
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,415,,95.0,0.0301864740551458,0.0140416887034374
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,415,,99.0,0.034104243397925,0.0140742343611687
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,415,,99.9,0.0341185465059624,0.0140806649478156
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,415,,99.99,0.0341201194547837,0.014081586798969
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,420,,90.0,0.0248025239285416,0.0138409327724999
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,420,,95.0,0.0299221853508333,0.0138487748074999
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,420,,99.0,0.0338407895166874,0.0138566168424999
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,420,,99.9,0.0338429617071862,0.0138627553540656
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,420,,99.99,0.0338430362882186,0.013863677205219
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,440,,90.0,0.0288875686617708,0.013099212770625
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,440,,95.0,0.0327920275368749,0.0131063755612499
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,440,,99.0,0.032799869571875,0.0131510979630437
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,440,,99.9,0.032799869571875,0.0131575285496906
6,0.09,0.75,0.05,all_soft,glb_dyn_e2e_trace,440,,99.99,0.032799869571875,0.013158450400844
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,310,,90.0,0.0898103649118749,0.09716054359625
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,310,,95.0,0.0898182069468749,0.0992709074684374
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,310,,99.0,0.0898828800094666,0.0998834600354937
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,310,,99.9,0.0899006202804166,0.0999094821447487
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,310,,99.99,0.0899006202804166,0.0999128397519123
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,315,,90.0,0.0898077714933749,0.0972584516196875
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,315,,95.0,0.0898110441562499,0.0996873932661874
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,315,,99.0,0.0898381627504625,0.0999150606300562
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,315,,99.9,0.0898484430129166,0.0999874708942981
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,315,,99.99,0.0898484430129166,0.0999981357694922
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,320,,90.0,0.0898107724584999,0.0968983358046875
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,320,,95.0,0.0898182069468749,0.0972533357795937
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,320,,99.0,0.0899080881165166,0.0997774389103062
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,320,,99.9,0.0899156251060416,0.0999094821447487
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,320,,99.99,0.0899156251060416,0.0999128397519123
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,340,,90.0,0.0898107724584999,0.0965029926116874
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,340,,95.0,0.0898182069468749,0.0968061425688749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,340,,99.0,0.0899053477222291,0.0972531455911687
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,340,,99.9,0.0899077830710416,0.0972595761778156
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,340,,99.99,0.0899077830710416,0.097260498028969
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,360,,90.0,0.089803881365625,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,360,,95.0,0.0898110441562499,0.0945046323310937
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,360,,99.0,0.0898182069468749,0.0972575204569062
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,360,,99.9,0.0898182069468749,0.0995338892515375
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,360,,99.99,0.0898182069468749,0.0998752804625912
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,380,,90.0,0.089803881365625,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,380,,95.0,0.0898110441562499,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,380,,99.0,0.0898182069468749,0.0972531455911687
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,380,,99.9,0.0898182069468749,0.0972595761778156
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,380,,99.99,0.0898182069468749,0.097260498028969
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,400,,90.0,0.089803881365625,0.0939562970462499
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,400,,95.0,0.0898110441562499,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,400,,99.0,0.0898182069468749,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,400,,99.9,0.0898182069468749,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,400,,99.99,0.0898182069468749,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,405,,90.0,0.089803881365625,0.0939562970462499
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,405,,95.0,0.0898110441562499,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,405,,99.0,0.0898182069468749,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,405,,99.9,0.0898182069468749,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,405,,99.99,0.0898182069468749,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,410,,90.0,0.089803881365625,0.0939562970462499
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,410,,95.0,0.0898110441562499,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,410,,99.0,0.0898182069468749,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,410,,99.9,0.0898182069468749,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,410,,99.99,0.0898182069468749,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,415,,90.0,0.089803881365625,0.0939562970462499
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,415,,95.0,0.0898110441562499,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,415,,99.0,0.0898182069468749,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,415,,99.9,0.0898182069468749,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,415,,99.99,0.0898182069468749,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,420,,90.0,0.089803881365625,0.0939562970462499
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,420,,95.0,0.0898110441562499,0.0939595388193749
6,0.09,0.75,0.05,all_soft,dynamic_e2e_trace,420,,99.0,0.0898182069468749,0.0939595388193749
